date	Tx_Ref	Tn_Ref	Tx_Can	Tn_Can 
17/07/2011	25.5	16.5	24.1	17
18/07/2011	24	15.8	21.4	14.1
19/07/2011	22	14.5	20.5	11.6
20/07/2011	21	13.5	19.8	10.6
21/07/2011	19.5	11.5	20.9	11.6
22/07/2011	19	12	17.3	11.9
23/07/2011	18.5	12	17.7	12
24/07/2011	20	11	18.6	12
25/07/2011	23.5	12.5	21.5	11.5
26/07/2011	21.3	15	19.6	14.2
27/07/2011	18	13.5	18	11
28/07/2011	23	11.5	19.1	9.9
29/07/2011	27	16	26.2	16
30/07/2011	22	16	20.1	13.6
31/07/2011	21	13	20.2	10.9
01/08/2011	21	15	21.9	12.4
02/08/2011	20	15.5	19.4	13.7
03/08/2011	21	13.5	15.6	11
04/08/2011	18	12	16.3	10.5
05/08/2011	20.3	11	18.6	10.5
06/08/2011	19	13.6	18.4	11.6
07/08/2011	20	14	18.4	13.2
08/08/2011	15.5	12.5	14.4	11.1
09/08/2011	17.5	12	17.7	10.9
10/08/2011	19	11	14.1	9
11/08/2011	17	14	11.9	8
12/08/2011	17	9.5	14	8.7
13/08/2011	23	10.5	18.2	11
14/08/2011	21	14.5	19.2	13.6
15/08/2011	23	14.5	19.5	12.9
16/08/2011	18	15	NA	14.5
17/08/2011	21	12	18.5	11
18/08/2011	23	16.5	21.7	12.7
19/08/2011	22.5	16.5	22	16
20/08/2011	23	16.5	22.5	15.7
21/08/2011	20.5	16	20.9	16.3
22/08/2011	23	15.5	22.6	14.9
23/08/2011	17	13.5	16.5	10.4
24/08/2011	23	12	22.4	9
25/08/2011	23	15	23.3	15.4
26/08/2011	19	15	18.3	12.1
27/08/2011	19.3	14.5	19	11.2
28/08/2011	19	13	16.7	12.3
29/08/2011	20	12	16.5	10.5
30/08/2011	17	11.5	18.3	9
31/08/2011	17	11.5	15.2	11.4
01/09/2011	18	12.5	17.6	10.2
02/09/2011	24.5	13.5	24.1	12.3
03/09/2011	23	15.8	20.7	11.6
04/09/2011	17	12.9	16.8	11.2
05/09/2011	14	11.5	13.6	11.6
06/09/2011	14.5	10	12.5	7.7
07/09/2011	17	9.5	17.7	7.5
08/09/2011	19.5	14	17.8	13.5
09/09/2011	19	13	17.2	10.8
10/09/2011	15.6	9.5	15.5	7
11/09/2011	22	10	22.4	6.6
12/09/2011	18	14	18	7
13/09/2011	21	7.5	22.3	5.6
14/09/2011	12	10	13.2	7.7
15/09/2011	12.5	9	12.5	7.1
16/09/2011	11.5	7	11.5	7.8
17/09/2011	13.5	7	12.7	6.5
18/09/2011	14	9.5	12.3	5.5
19/09/2011	15	8	14.3	5.7
20/09/2011	14.5	8.5	14.9	6.5
21/09/2011	17.5	10	15.8	10.1
22/09/2011	19	10	19.5	8.9
23/09/2011	13	9	11.9	9.6
24/09/2011	19	8	17.6	8.6
25/09/2011	21.5	10.5	18	11
26/09/2011	18	12.5	15.5	7.5
27/09/2011	13	7.5	12.9	3.2
28/09/2011	17.5	4.5	13	2.2
29/09/2011	18	11	15.9	10.3
30/09/2011	22	10	21.4	9.7
01/10/2011	8.5	8	12.7	3.9
02/10/2011	9	6.5	9.3	5.4
03/10/2011	10	6.5	10.6	3.9
04/10/2011	9	5.5	9.1	3.6
05/10/2011	6.5	4	6.7	3.9
06/10/2011	6	3.5	7	2.7
07/10/2011	16	1	9.5	0.4
08/10/2011	22.5	6	13.6	7.7
09/10/2011	21	10	20.7	8.9
10/10/2011	12	9	12.3	5
11/10/2011	9	5	10.5	1.6
12/10/2011	12	3	10.9	0.7
13/10/2011	13	7	13.2	8.4
14/10/2011	20	8.5	19.4	7.9
15/10/2011	21	9	21.5	8.5
16/10/2011	12.2	8	12.5	6.9
17/10/2011	8	6	8.2	4.2
18/10/2011	11	6	9.5	5
19/10/2011	8.5	5	9	1.2
20/10/2011	11	3	10.4	0.6
21/10/2011	10	6	10.5	4.6
22/10/2011	10	7	10.3	6.7
23/10/2011	10	6	8.8	6.5
24/10/2011	8.4	6	9.9	3.1
25/10/2011	9	4	8.1	2.2
26/10/2011	7	5	6.9	4.6
27/10/2011	5.5	3.5	6	3.8
28/10/2011	5	2	5.1	2.1
29/10/2011	6	2.5	6.6	0.9
30/10/2011	4	1	3.9	0.5
31/10/2011	5	2	5.1	1.1
01/11/2011	8	3	7.9	0
02/11/2011	12	3	11.8	2.3
03/11/2011	10	5	11	4.3
04/11/2011	4	1	4.5	1.9
05/11/2011	4.5	1	4.6	-0.1
06/11/2011	8	0	7.4	0.9
07/11/2011	11	5	9.4	2.2
08/11/2011	8.2	4.4	7.8	5.6
09/11/2011	7	4	6.4	2.6
10/11/2011	13	4	14	4
11/11/2011	7	4	13.7	1.2
12/11/2011	5	0	5.3	1.5
13/11/2011	9	2.4	7.2	1.4
14/11/2011	13	4.5	12.5	3.3
15/11/2011	9	5.7	9.2	4.4
16/11/2011	11	3	11.6	1.4
17/11/2011	5	2	10.5	0.1
18/11/2011	1	-2	1.3	-1
19/11/2011	6	-1	5.7	-1.7
20/11/2011	6	1.4	6.6	-3.1
21/11/2011	-4	-5	-3	-5.3
22/11/2011	-2	-6.9	-1.1	-7
23/11/2011	-2	-6.1	-2.3	-8.7
24/11/2011	3	-6	1.5	-8.8
25/11/2011	7	0	6.6	0.6
26/11/2011	3.2	0.6	6.6	-3.4
27/11/2011	8.5	-5	3.7	-4.8
28/11/2011	8	-2	7	0.5
29/11/2011	4	-1	3.3	-2
30/11/2011	15.5	0	16.7	1.1
01/12/2011	0	-2	6.1	-2.4
02/12/2011	-2	-4	-1.4	-3.9
03/12/2011	3.4	-6	-0.8	-6.5
04/12/2011	8	-4	8.7	-2
05/12/2011	4.5	2	8.3	0.9
06/12/2011	-2	-3	0.9	-3.1
07/12/2011	-1	-3	-0.6	-2.7
08/12/2011	0	-3	NA	NA
09/12/2011	-0.7	-5	NA	NA
10/12/2011	-2.6	-6.9	NA	NA
11/12/2011	0	-11	NA	NA
12/12/2011	1	-8	NA	NA
13/12/2011	-1.5	-3	NA	NA
14/12/2011	-0.7	-6	NA	NA
15/12/2011	6	-2.5	NA	NA
16/12/2011	4	-4	NA	NA
17/12/2011	-9	-11	NA	NA
18/12/2011	-8	-13	NA	NA
19/12/2011	-2	-15	NA	NA
20/12/2011	-5	-10	NA	NA
21/12/2011	-1	-10	NA	NA
22/12/2011	0	-3	NA	NA
23/12/2011	-10	-11	NA	NA
24/12/2011	-12	-15	NA	NA
25/12/2011	-5	-15	NA	NA
26/12/2011	1	-10	NA	NA
27/12/2011	6	-6.3	NA	NA
28/12/2011	10	-1	NA	NA
29/12/2011	-10	-12.2	NA	NA
30/12/2011	-7	-11	NA	NA
31/12/2011	-2	-12	NA	NA
01/01/2012	-0.2	-4.4	NA	NA
02/01/2012	2	-4	1.7	-5.3
03/01/2012	-9.8	-14	-5.1	-13.3
04/01/2012	-9	-13	-8.6	-11.9
05/01/2012	-7	-11	-6.1	-12.1
06/01/2012	-10	-14	-11.4	-13.5
07/01/2012	-4.3	-13	-7.4	-13.4
08/01/2012	-6	-9.9	-4.3	-10.2
09/01/2012	-4	-12	-6.9	-12.3
10/01/2012	0	-10	-0.7	-12.9
11/01/2012	-14	-17	-12.4	-17.8
12/01/2012	-5	-16	-7.2	-21.2
13/01/2012	-1	-11	-0.3	-7.9
14/01/2012	-8.2	-16	-2.3	-16.3
15/01/2012	-11	-20	-13	-19.1
16/01/2012	-5	-15	-7.2	-15.4
17/01/2012	-3	-10	-2.7	-7.4
18/01/2012	-2	-6.2	-1.6	-13.2
19/01/2012	-9	-18	-12.5	-20.7
20/01/2012	-4.1	-18	-4.2	-20.2
21/01/2012	-12	-17	-7.3	-16.5
22/01/2012	-6.5	-16	-11	-15.8
23/01/2012	-0.8	-13	-2.8	-11.5
24/01/2012	2.8	-5	2.8	-3.3
25/01/2012	-4	-7	2.3	-7.9
26/01/2012	-10	-12	-7.8	-12.4
27/01/2012	-5	-14	-4.6	-16.3
28/01/2012	-4.1	-6.2	-4	-8.1
29/01/2012	-1	-6.4	-1.3	-8.3
30/01/2012	-9	-12	-4.4	-14.2
31/01/2012	-13	-17	-13.3	-18.4
01/02/2012	-9	-15	-8.5	-21.4
02/02/2012	-7.6	-12	-10.1	-17.3
03/02/2012	-9	-15	-9.2	-18.9
04/02/2012	-11	-14	-10.7	-15.3
05/02/2012	-2	-14	-8	-14.2
06/02/2012	-0.5	-11	-1.1	-8.1
07/02/2012	-8.1	-10	-5.8	-13.8
08/02/2012	-4	-16	-6.7	-16.1
09/02/2012	-2	-7	-2	-10.3
10/02/2012	2	-8	2.3	-11.2
11/02/2012	-12	-14	-8.1	-15.4
12/02/2012	-15	-16	-13	-17.8
13/02/2012	-15	-21	-14.7	-21.1
14/02/2012	-1.5	-18	-4	-19.1
15/02/2012	0	-6	-1.2	-4.8
16/02/2012	1	-3	-1.1	-3.1
17/02/2012	4	-3	3	-3.5
18/02/2012	0.2	-4	0	-4.9
19/02/2012	-7	-9.3	-4.9	-9
20/02/2012	-8.2	-13	-8.9	-14.7
21/02/2012	-1	-11	-2.2	-15.2
22/02/2012	0.5	-4	-0.1	-6.9
23/02/2012	0	-2	-0.3	-2.3
24/02/2012	1.1	-3	-0.7	-5.4
25/02/2012	-2	-3	-1.1	-2.8
26/02/2012	-4	-7	-1.9	-11.2
27/02/2012	-10	-14.5	-11.1	-15.5
28/02/2012	-3.7	-14	-4.9	-14.7
29/02/2012	-7.3	-10	-8.2	-18.3
01/03/2012	-8.9	-15	-9.9	-19.2
02/03/2012	-4	-15	-7.9	-18
03/03/2012	1.8	-9.3	-0.1	-9.3
04/03/2012	-2	-7	2	-7.9
05/03/2012	-9	-12	-7.7	-16.5
06/03/2012	-3.2	-15	-5.1	-17.7
07/03/2012	10	-10	3.5	-13.7
08/03/2012	11.6	-3	11.6	-2.7
09/03/2012	-2	-4	3.9	-7.5
10/03/2012	-5	-9.8	-7.2	-14.5
11/03/2012	0	-11	-2.7	-15.3
12/03/2012	4	-6	3.1	-4.2
13/03/2012	-3.5	-8	-3.5	-7.5
14/03/2012	-2	-5.5	-1.6	-5.4
15/03/2012	1	-6	-0.9	-8.8
16/03/2012	3	-7	-0.7	-8.7
17/03/2012	9.8	-4	5.6	-4
18/03/2012	12	1.1	10.1	0.6
19/03/2012	3	-2	2.4	-2.3
20/03/2012	16	-2	9.1	-0.5
21/03/2012	19	3	8.6	1
22/03/2012	17.1	6	15.6	2.9
23/03/2012	2	-2.5	4	-4.3
24/03/2012	2	-5.5	1	-4.9
25/03/2012	-2	-6	-2.2	-8
26/03/2012	-4	-5.9	-1.6	-8
27/03/2012	-2	-10	-1.1	-9.9
28/03/2012	-2	-10	-1.8	-12.5
29/03/2012	1	-4	1.6	-4.5
30/03/2012	3	-3.5	2.3	-8
31/03/2012	3	-3	2.8	-4.8
01/04/2012	3	-5	3.3	-7.4
02/04/2012	2	-4	2.3	-7.1
03/04/2012	3	-3	2.6	-2.8
04/04/2012	2	-2	3.1	-4.3
05/04/2012	4	1	4.2	1
06/04/2012	2.5	-2	2.3	-1.3
07/04/2012	2	-1	3	-0.9
08/04/2012	2	-0.5	2.4	-0.3
09/04/2012	7	0	7.3	0.1
10/04/2012	5	0	5.1	0.4
11/04/2012	4	-1	1.9	-2
12/04/2012	6	-1	3.6	-2.6
13/04/2012	7	-1.5	6	-3.3
14/04/2012	9.5	2	8.1	-1.1
15/04/2012	13.8	2	8.9	-1
16/04/2012	23	1	21.8	1.5
17/04/2012	19.2	2.1	17.8	2.8
18/04/2012	6	-0.5	5.5	-2.7
19/04/2012	8	-1	6.1	-3.4
20/04/2012	7	0	7.4	0.3
21/04/2012	0	-1	0.6	-0.9
22/04/2012	1	-1	1.1	-0.9
23/04/2012	2	-2	1.6	-1.4
24/04/2012	17	0	18.1	0.5
25/04/2012	14	2	15	2.2
26/04/2012	9	2	6.6	2.1
27/04/2012	6	0	6.6	-0.3
28/04/2012	2	-4	2	-3.5
29/04/2012	3	-5	1.8	-3.5
30/04/2012	9.4	0	6.7	0.6
01/05/2012	11.9	1.5	8.8	-0.3
02/05/2012	10	1	7.4	-0.2
03/05/2012	12	2	8.5	0.5
04/05/2012	9	3	9.6	1.2
05/05/2012	8	3	7.1	0.5
06/05/2012	9	1	9.8	-0.7
07/05/2012	15.5	3	12.3	0.7
08/05/2012	12	5	10.4	4.6
09/05/2012	10	4.5	9.4	4.9
10/05/2012	9.3	4	5.5	3.5
11/05/2012	10	3	10.4	3.6
12/05/2012	7.5	3	7.1	3.5
13/05/2012	10.5	5	10	1.7
14/05/2012	18	1	9.5	1.2
15/05/2012	18	3	11.7	2.2
16/05/2012	19	6	19.2	6.3
17/05/2012	11	6.8	13.6	5.9
18/05/2012	16	5.1	13.8	5.7
19/05/2012	17	9	14	4.2
20/05/2012	18	6	15.1	2.7
21/05/2012	27	6	26.2	6.4
22/05/2012	19.1	10.5	21.6	9.6
23/05/2012	15	8	14.7	8
24/05/2012	25.5	10	23.8	9.8
25/05/2012	28	18.2	27.8	14.5
26/05/2012	15.4	11.6	20.8	4.9
27/05/2012	14	5	13.2	2.8
28/05/2012	12	5	11.5	4
29/05/2012	10	5	10.4	4.9
30/05/2012	11	6	11.1	7
31/05/2012	9	6	8.5	6.6
01/06/2012	16	6	12.9	6.5
02/06/2012	20	10	16.7	8
03/06/2012	17	10	16.3	5.8
04/06/2012	14	7.5	13.5	5.2
05/06/2012	14	6	12	4.7
06/06/2012	12	7	11.7	6.4
07/06/2012	16	7.3	14.1	6.5
08/06/2012	15	10	15.2	10.3
09/06/2012	11	9	11.2	8.7
10/06/2012	15	9	13.4	6.1
11/06/2012	26	7	22.7	5.4
12/06/2012	29	11	20.9	10
13/06/2012	18.2	11	20.4	11
14/06/2012	16	9	16.4	8.3
15/06/2012	17	9	16.9	6.7
16/06/2012	15	10	15.7	7.1
17/06/2012	23	9	20.6	7.7
18/06/2012	25	13	22	10.8
19/06/2012	23	14	21.1	10.5
20/06/2012	21	15	19.6	14.3
21/06/2012	20	14	21.7	14
22/06/2012	19.5	14.1	20.5	13.5
23/06/2012	16	13	16.9	12.8
24/06/2012	15	11	15.4	11.2
25/06/2012	15	11	16.1	11.1
26/06/2012	18	12	14.6	8.9
27/06/2012	18	8.3	13	6.7
28/06/2012	17	7	12	6.5
29/06/2012	21	10	18.4	9.5
30/06/2012	22	11.3	19.4	11.6
01/07/2012	21	15	18.3	13.1
02/07/2012	20	14	18.4	13.6
03/07/2012	24	15	19.2	14.2
04/07/2012	24	14.1	25.4	13.5
05/07/2012	19.4	14	19.4	11.9
06/07/2012	20	12	18.8	12.4
07/07/2012	22	14.1	19.8	14.2
08/07/2012	17	14	17.4	13.3
09/07/2012	21	13	18.5	13.4
10/07/2012	20.5	14	18.7	12.2
11/07/2012	24	13	22.9	11
12/07/2012	25	14	23.3	13
13/07/2012	20	12	18.5	10.4
14/07/2012	20	13.1	18.3	12.3
15/07/2012	25	13	25	12.7
16/07/2012	23.2	17.4	20.7	14.2
17/07/2012	23	15.1	21.9	12.8
18/07/2012	22	14	19.8	14.7
19/07/2012	16	12.1	16.9	12.1
20/07/2012	20	10	18.7	10.5
21/07/2012	23.3	15.9	20.6	11.4
22/07/2012	25	16.8	22.6	14.2
23/07/2012	26	16.1	25.2	15.3
24/07/2012	21	16.6	24.3	14
25/07/2012	23	14.4	21.8	13.4
26/07/2012	23.7	14.8	22.5	14.9
27/07/2012	21	15.2	20.6	11.4
28/07/2012	23	11	23.1	10.1
29/07/2012	24.1	14	21.7	10.4
30/07/2012	27	15.9	24.1	12.7
31/07/2012	29	18.2	NA	14.6
01/08/2012	29	18	28.7	17.5
02/08/2012	25	17	23.4	15.2
03/08/2012	26	15	22.7	16.2
04/08/2012	25	15	21.3	12
05/08/2012	34	15	34.5	11.9
06/08/2012	22	18	24.4	15.4
07/08/2012	22	15.2	21.6	12.7
08/08/2012	22.1	15.5	21.2	15.5
09/08/2012	23.2	16.2	21.7	13.4
10/08/2012	18.5	12.9	19.6	11.1
11/08/2012	19	14.2	15.1	12.3
12/08/2012	22	13.6	18.5	10.9
13/08/2012	20	13	17.8	12.2
14/08/2012	20	12	20.2	12.5
15/08/2012	17	14	17.3	12.8
16/08/2012	16	13	16.5	13.1
17/08/2012	18	12.6	17.3	12.1
18/08/2012	21	13.7	17.8	12.3
19/08/2012	20	13.9	18.7	11.8
20/08/2012	21	14	20.8	11.8
21/08/2012	20.2	14	18.2	12.2
22/08/2012	20	12	17.8	10.8
23/08/2012	20	14	NA	13.4
24/08/2012	20.3	14.6	20	12.1
25/08/2012	24.1	13.6	23.6	11.1
26/08/2012	25	18	23	17.1
27/08/2012	27.1	18.1	26	17.9
28/08/2012	18.7	15	19.8	14.8
29/08/2012	17	12.5	17	10.6
30/08/2012	23	12.8	18.3	11.9
31/08/2012	23.3	12.9	21.4	12.7
01/09/2012	17	12	17.4	8.3
02/09/2012	17	12.2	16.9	7.7
03/09/2012	20	11.3	17.4	8.7
04/09/2012	21	13.1	20.8	13.3
05/09/2012	17	14.3	18.4	12.5
06/09/2012	16	12.6	14.8	11.1
07/09/2012	18	11.6	17.3	11.1
08/09/2012	23	11.5	23.9	13.3
09/09/2012	17	14	22.9	11.8
10/09/2012	15	10	14.5	9.4
11/09/2012	17	8	15.8	6.7
12/09/2012	22	11	19.9	9.9
13/09/2012	21.5	14	20.4	13.4
14/09/2012	20	12.9	17.6	11
15/09/2012	22	12	21.7	9.3
16/09/2012	12	7	11.7	8.5
17/09/2012	18	10	14.5	8.6
18/09/2012	24	10.7	23.4	10.9
19/09/2012	19	10.6	21.6	5.2
20/09/2012	11	4	11.5	2.2
21/09/2012	11	6	12.1	1.7
22/09/2012	21.2	7	22	5.9
23/09/2012	18.5	11	17.7	8.8
24/09/2012	12	7	12.2	5.4
25/09/2012	16	6	16.2	5.5
26/09/2012	16	11	16.5	6.7
27/09/2012	12	7	11	6
28/09/2012	12	6	10.4	3.6
29/09/2012	12	6	12.5	4.8
30/09/2012	12	8	9.8	7.4
01/10/2012	18	7	13.7	5.9
02/10/2012	16	9	13.7	7.2
03/10/2012	12	7	12.6	4
04/10/2012	11	5	8.7	2.4
05/10/2012	16	7	14.7	7.6
06/10/2012	16	10	15	7.2
07/10/2012	9	5	9.1	3.7
08/10/2012	7.5	4	8	2.2
09/10/2012	11	4	11.5	1
10/10/2012	12	5	12.2	2.1
11/10/2012	7.1	4	9.4	4.6
12/10/2012	5.6	2.1	6.1	1.5
13/10/2012	5	2.8	5.3	0.4
14/10/2012	6.5	2	7.5	0.3
15/10/2012	6	2	6.1	1.6
16/10/2012	6	4	6.6	3.8
17/10/2012	6	4	NA	3.8
18/10/2012	8.5	1	7.2	-0.3
19/10/2012	8	3	8.3	0.6
20/10/2012	11	5	8.4	5.6
21/10/2012	11	5	11.6	5.2
22/10/2012	8	5	7.8	5.3
23/10/2012	6	5	6.1	3.6
24/10/2012	4	1	4.5	-2.4
25/10/2012	5	-1	5.1	-3.7
26/10/2012	8	0	7.5	0.4
27/10/2012	7	2.1	8.4	0
28/10/2012	7	3	7	0.1
29/10/2012	14	4	7.7	3.6
30/10/2012	15	5.6	14.9	6
31/10/2012	15	7	16	5.5
01/11/2012	13.5	5	12.9	4.6
02/11/2012	8	4.5	7.7	4.6
03/11/2012	8	5	7.9	4.9
04/11/2012	4	1	4.9	0.8
05/11/2012	0	-1	0.9	-2
06/11/2012	1	-2.6	1.7	-2.7
07/11/2012	1	-2	2.3	-5.1
08/11/2012	2	-2	2.4	-3.5
09/11/2012	4	0.5	4.1	0.5
10/11/2012	1.5	-1	2.2	-0.5
11/11/2012	2	-1	1.7	-0.9
12/11/2012	16	-1	5	-2.6
13/11/2012	11	1	16.9	1.6
14/11/2012	3	-1	4.8	-3.7
15/11/2012	2	-4	2.7	-4.9
16/11/2012	3	-2	3	-3.3
17/11/2012	0	-3.5	1	-3.5
18/11/2012	3	-4	1.3	-6.6
19/11/2012	4	-1.5	4	-3
20/11/2012	4	1	4	-1.7
21/11/2012	7	0	7.2	-2.1
22/11/2012	11	3	8.1	2
23/11/2012	14	3	13.8	5.3
24/11/2012	8	3	9	1.9
25/11/2012	0	-3.1	2.4	-2.3
26/11/2012	-3	-5	-0.7	-4.1
27/11/2012	-4	-7	-3.6	-8
28/11/2012	-3	-10	-2.7	-11.8
29/11/2012	-5	-10	-4.6	-9.3
30/11/2012	-5	-11	-4.4	-10
01/12/2012	-2.3	-9	-5.3	-14.6
02/12/2012	6	-10	5.6	-14.1
03/12/2012	1	0	3.1	-2.3
04/12/2012	6	-2.5	1.5	-4.5
05/12/2012	7	0	5.1	0.7
06/12/2012	-4	-5	-0.7	-6.1
07/12/2012	2	-6	1.2	-7.4
08/12/2012	1.4	-2	1.7	-1.5
09/12/2012	-0.1	-7	0.5	-8
10/12/2012	-1	-9	-1.2	-8.7
11/12/2012	-3	-5	-0.5	-6.3
12/12/2012	-4.3	-9.5	-5.8	-10.8
13/12/2012	-1	-8.7	-3.2	-10.8
14/12/2012	-1	-6	-0.9	-7.4
15/12/2012	-9	-11	NA	-10
16/12/2012	-5	-13	-8.2	-13.2
17/12/2012	0	-11	-1.5	-13.2
18/12/2012	3	-5	2.4	-3.5
19/12/2012	1	-2	0.8	-1.4
20/12/2012	-1	-3	-1.2	-2.8
21/12/2012	6	-5	2.2	-4.4
22/12/2012	7	-2	8.1	0.2
23/12/2012	-5	-8	0.3	-7.5
24/12/2012	-8	-11	-6.6	-9.2
25/12/2012	-5	-9.7	-4.7	-8
26/12/2012	-4	-6	-3.8	-6.9
27/12/2012	-4	-7	-3.1	-5.4
28/12/2012	-3	-6	-2.6	-5.3
29/12/2012	-2.7	-6	-2.5	-4.8
30/12/2012	-1	-7	-1.5	-7.1
31/12/2012	-7	-10	-2.2	-10.6
01/01/2013	-9	-10.6	-6.9	-11.9
02/01/2013	-9	-15	-8.5	-12.9
03/01/2013	-10	-13	-9.9	-12.7
04/01/2013	-8	-15	-6.9	-14.1
05/01/2013	-11.2	-13	-8.8	-12.4
06/01/2013	-10	-14	-8.8	-15.1
07/01/2013	-5	-17	-14.8	-18.1
08/01/2013	2	-17	1.6	-16.9
09/01/2013	0	-6	-1.6	-7.1
10/01/2013	0	-5.5	-0.1	-4.8
11/01/2013	-2.6	-8	-4.8	-11.9
12/01/2013	3.5	-9	2.4	-9.7
13/01/2013	4	-0.4	3.3	-0.6
14/01/2013	8	-0.9	7.8	-7.9
15/01/2013	-6	-11	-7.7	-11.8
16/01/2013	0	-9.7	-1	-11.9
17/01/2013	0	-18	-0.2	-12.5
18/01/2013	-12.6	-22	-12.4	-21.7
19/01/2013	-8.1	-17	-7.3	-17.6
20/01/2013	-3	-15	-2.4	-17.6
21/01/2013	-15	-18	-12.8	-17.7
22/01/2013	-18	-20.5	-17.3	-20.3
23/01/2013	-18	-25	-17.4	-23.5
24/01/2013	-16.6	-20.5	-15.8	-20.3
25/01/2013	-15	-19.9	-14.5	-19.4
26/01/2013	-12.3	-18	-12.1	-17.2
27/01/2013	-10	-14.1	-9.8	-13.7
28/01/2013	-7.7	-16	-8.6	-15.7
29/01/2013	-1.1	-10	-7.2	-12.8
30/01/2013	6	-10	2.4	-10
31/01/2013	14	0	14.7	-9.8
01/02/2013	-12	-14	-9.4	-17
02/02/2013	-17.2	-21	-16.9	-19.4
03/02/2013	-7.9	-22	-9.1	-23.3
04/02/2013	-8	-12.8	-7.1	-11.6
05/02/2013	-13.9	-19	-11.5	-18.2
06/02/2013	-9	-18	-9.1	-20.3
07/02/2013	-17	-25	-16.2	-23.5
08/02/2013	-12.7	-20	-15.3	-22
09/02/2013	-8	-21	-7.4	-22.4
10/02/2013	-6	-10	-7.4	-10.8
11/02/2013	0	-9	-0.7	-12.1
12/02/2013	-1	-3	-0.9	-4.8
13/02/2013	-1	-3	-1.5	-2.6
14/02/2013	-2	-5	-2.1	-4.3
15/02/2013	0.4	-5	-1	-8.1
16/02/2013	2	-2.4	1.4	-4.7
17/02/2013	-1	-5	-0.9	-4.5
18/02/2013	-3	-4	-1.5	-4.3
19/02/2013	0	-6	-3.8	-10
20/02/2013	0	-7	0.1	-8.9
21/02/2013	0	-3	NA	-1
22/02/2013	-2.9	-9	-2.7	-13.5
23/02/2013	-1	-10	-2.9	-15.3
24/02/2013	-1.8	-8.6	-2.8	-11.8
25/02/2013	0.6	-10	-1.4	-13.2
26/02/2013	-1	-8	-1.6	-11.6
27/02/2013	0	-6	-3.2	-10
28/02/2013	1	-7.9	0	-11.4
01/03/2013	-1	-2	-0.9	-3
02/03/2013	1.2	-3	0.3	-3
03/03/2013	1.5	-1	0.9	-1.1
04/03/2013	1	0	1.3	-0.2
05/03/2013	1.8	0	0.7	-1
06/03/2013	0.5	-1.3	0.1	-2.7
07/03/2013	0.6	-4.3	-0.2	-6.4
08/03/2013	0	-6	-0.2	-7.8
09/03/2013	0.2	-6	-0.5	-7.8
10/03/2013	5	-5.2	2.7	-6.1
11/03/2013	5	-3	4.1	0.2
12/03/2013	10	-1	10	0
13/03/2013	10	0	10.1	0.7
14/03/2013	3	-2	2.3	-3.9
15/03/2013	-5	-8	-3.8	-6.9
16/03/2013	-3.7	-8	-3.3	-7.6
17/03/2013	-8.7	-10.5	-7.4	-13
18/03/2013	-7	-14.6	-5.2	-13.5
19/03/2013	-4	-11	-6.1	-13.5
20/03/2013	0	-10	-0.4	-6.2
21/03/2013	2.2	-3.5	1.3	-7
22/03/2013	-0.5	-6	-0.9	-7.7
23/03/2013	0	-2	-0.1	-2.9
24/03/2013	2	-3	1.2	-2.4
25/03/2013	5	-2	3.4	-1.1
26/03/2013	2.1	-1	0.6	-0.7
27/03/2013	5.6	0	3.9	0.1
28/03/2013	6	0	4	0
29/03/2013	2.7	-3	1.2	-5.4
30/03/2013	5	-5	1.8	-7.3
31/03/2013	8	-1	5.1	-4.8
01/04/2013	9	3	8.5	1.2
02/04/2013	-4	-7	1.9	-9.2
03/04/2013	-2	-11	-1.9	-10.5
04/04/2013	2.8	-5	2.9	-4.3
05/04/2013	2	0	2.8	-2.1
06/04/2013	-2	-6	-0.6	-6
07/04/2013	0	-8	-0.6	-10.1
08/04/2013	1	-3	0.9	-2.5
09/04/2013	2	-2	1.6	-2.5
10/04/2013	4	-2	3.8	-0.8
11/04/2013	2	-4	1.7	-3
12/04/2013	3.1	-2	3.6	-1.8
13/04/2013	4	0	3.5	0.4
14/04/2013	3	0	3.4	-1.9
15/04/2013	8	-1	4.1	-1.6
16/04/2013	11	1	12.4	0.9
17/04/2013	6	2	4.9	-0.3
18/04/2013	4	-2	2.1	-1.3
19/04/2013	14	0	3.2	0.4
20/04/2013	10	0.6	9.8	-2.3
21/04/2013	2	-4	1.8	-3
22/04/2013	9.2	-3	5.9	-4.7
23/04/2013	12	3	12.4	0.8
24/04/2013	11	2	13.4	1.6
25/04/2013	14	1	14.4	1.6
26/04/2013	4.1	-0.8	4.8	-2.7
27/04/2013	9	-2	6.9	-3
28/04/2013	15	2.6	12.2	1.5
29/04/2013	8	1	9	-1
30/04/2013	4.7	1	4.9	-0.1
01/05/2013	14	1	9.7	1.6
02/05/2013	7	3	8.9	0.2
03/05/2013	12	1	9.5	0
04/05/2013	18	2	13.4	-0.8
05/05/2013	17	5	13.6	2.1
06/05/2013	12	5	9.9	4.2
07/05/2013	22	5	16.4	4
08/05/2013	12	5	11.4	3.1
09/05/2013	16	4	14.2	3.1
10/05/2013	11.8	6.2	11.3	5.2
11/05/2013	8	4.1	7.5	3.2
12/05/2013	9	4	8.7	3.2
13/05/2013	12	5	10.6	4.5
14/05/2013	8	4	8.2	0.1
15/05/2013	12	3	10.9	1.4
16/05/2013	9	5	8.9	4.2
17/05/2013	5	3	5.5	2.4
18/05/2013	6	1.8	6.9	-1.5
