date	Tx_Ref	Tn_Ref	Tx_Can	Tn_Can 
17/03/1998	NA	NA	24	2
18/03/1998	NA	NA	23.5	3
19/03/1998	NA	NA	20.5	3
20/03/1998	NA	NA	19.3	2.7
21/03/1998	NA	NA	17.3	0.3
22/03/1998	NA	NA	15	4
23/03/1998	NA	NA	5	0
24/03/1998	NA	NA	9	4
25/03/1998	NA	NA	13.5	-3.8
26/03/1998	NA	NA	13.4	-1
27/03/1998	NA	NA	13.5	-0.5
28/03/1998	NA	NA	19.5	-1.2
29/03/1998	NA	NA	22	1.7
30/03/1998	NA	NA	22.4	1.3
31/03/1998	NA	NA	22	4
01/04/1998	NA	NA	22.5	4.3
02/04/1998	NA	NA	20	7
03/04/1998	NA	NA	17	6.8
04/04/1998	NA	NA	20.2	11
05/04/1998	NA	NA	19	8
06/04/1998	NA	NA	23.5	8
07/04/1998	NA	NA	14.6	6.8
08/04/1998	NA	NA	16.8	4
09/04/1998	NA	NA	18	5.5
10/04/1998	NA	NA	11.7	6.5
11/04/1998	NA	NA	7.2	2.2
12/04/1998	NA	NA	17.2	-4
13/04/1998	NA	NA	13	3
14/04/1998	NA	NA	16	0
15/04/1998	NA	NA	6.5	0.8
16/04/1998	NA	NA	15	1
17/04/1998	NA	NA	13	6
18/04/1998	NA	NA	19	5.8
19/04/1998	NA	NA	19.9	2
20/04/1998	NA	NA	20	2.5
21/04/1998	NA	NA	21.5	4.8
22/04/1998	NA	NA	22	5
23/04/1998	NA	NA	18.2	8
24/04/1998	NA	NA	23.5	7
25/04/1998	NA	NA	24	10
26/04/1998	NA	NA	23	12
27/04/1998	NA	NA	16	12
28/04/1998	NA	NA	14	10.5
29/04/1998	NA	NA	17.3	5
30/04/1998	NA	NA	12	8
01/05/1998	NA	NA	15.5	8.3
02/05/1998	NA	NA	20	6.5
03/05/1998	NA	NA	20	6.5
04/05/1998	NA	NA	19	12.5
05/05/1998	NA	NA	23.5	8.5
06/05/1998	NA	NA	18	11.5
07/05/1998	NA	NA	22	8.5
08/05/1998	NA	NA	25	10
09/05/1998	NA	NA	26	11.8
10/05/1998	NA	NA	22.2	11.8
11/05/1998	NA	NA	28	12.3
12/05/1998	NA	NA	29	11
13/05/1998	NA	NA	29.9	11.8
14/05/1998	NA	NA	22.8	13.7
15/05/1998	NA	NA	24.8	10
16/05/1998	NA	NA	21	9
17/05/1998	NA	NA	22.5	11.3
18/05/1998	NA	NA	23.5	8.5
19/05/1998	NA	NA	24.7	9.5
20/05/1998	25.9	11.7	26	12
21/05/1998	26.2	14.4	25	14
22/05/1998	25.2	11.8	25	12
23/05/1998	22.7	13.4	22	13.8
24/05/1998	19.8	14.2	19.7	9
25/05/1998	21.5	13.8	22	13.7
26/05/1998	22.4	12.7	22	13.5
27/05/1998	22.7	12.9	22.7	8.8
28/05/1998	15.9	13.8	11.7	9
29/05/1998	18.7	13.7	18.8	9
30/05/1998	22.3	13.7	23	14.6
31/05/1998	21.3	11.7	21	12.5
01/06/1998	23.7	11.5	24	11.8
02/06/1998	25.8	13.5	24.9	8.8
03/06/1998	26.2	13.8	25.6	14.8
04/06/1998	28	16.9	27.5	17
05/06/1998	28.3	18.3	28	19
06/06/1998	28.6	19.8	27.5	20.5
07/06/1998	24.9	16.9	24	18
08/06/1998	26.5	15.9	26.8	18
09/06/1998	27.8	13.9	28	14.5
10/06/1998	27	14.9	27.6	11
11/06/1998	24.3	13.5	25	14
12/06/1998	22.6	11.6	22	12
13/06/1998	22	7.5	22.5	8.5
14/06/1998	22.7	8.4	23.3	9.3
15/06/1998	23.3	12.2	23	13.3
16/06/1998	25.5	12.3	23.6	12.3
17/06/1998	24.5	13.7	23.5	13.2
18/06/1998	25.6	13.1	24.5	12.5
19/06/1998	29	13.5	27.5	13.8
20/06/1998	29.9	15.2	29	14.9
21/06/1998	29.5	15.5	29	15
22/06/1998	29.8	17.1	29.8	16.3
23/06/1998	28.7	17	28.5	17.2
24/06/1998	29.1	18.7	27	19.9
25/06/1998	30.6	16.6	29.3	17
26/06/1998	29.7	15.5	29	15.8
27/06/1998	29.6	17.1	29.5	17
28/06/1998	28.9	18.2	29	18.5
29/06/1998	30.8	18.3	30.2	18
30/06/1998	29.5	18	28.5	18.5
01/07/1998	29.1	20.4	29	21
02/07/1998	29.5	20.6	29	20.5
03/07/1998	27.3	15.9	26.5	17
04/07/1998	29.7	14.3	29	15
05/07/1998	30.6	14.2	30	15
06/07/1998	29.7	16.4	29.5	16.5
07/07/1998	25.8	17.3	25	18
08/07/1998	27	14	27	16.8
09/07/1998	27.7	10.6	27	11.8
10/07/1998	28.7	12.6	29	13
11/07/1998	28.8	14.4	28	15.2
12/07/1998	28.4	16.2	29	16.5
13/07/1998	28.1	16.2	28.2	16.5
14/07/1998	28.2	16.8	27.2	17
15/07/1998	26.2	14.8	24	8.8
16/07/1998	27.3	13.8	25.5	13.5
17/07/1998	29.5	14.3	28	13.6
18/07/1998	30.2	15.5	28.5	14.5
19/07/1998	31.8	16.7	29.5	15.5
20/07/1998	32.4	19.5	31.8	19
21/07/1998	33.8	19.7	33.2	22
22/07/1998	33.9	19.5	33	19.8
23/07/1998	34.2	18	34	18.2
24/07/1998	34.8	19.3	34.3	19.5
25/07/1998	33.2	19.4	33.2	20.5
26/07/1998	31.6	20.8	30.2	21.7
27/07/1998	29.2	20.5	28.5	22.5
28/07/1998	31.5	17.4	30.8	18
29/07/1998	30.7	15.5	29.5	16.3
30/07/1998	32	17.6	30.6	18
31/07/1998	29.7	17.9	28.2	17.7
01/08/1998	31.1	19.7	29.8	19.9
02/08/1998	30.7	18	29.5	17.5
03/08/1998	21.4	18.4	22.5	18.5
04/08/1998	27.9	18	25.8	18
05/08/1998	30.2	17.3	29.1	17.8
06/08/1998	28.8	18	28.2	19
07/08/1998	30.6	15.9	29.3	17
08/08/1998	31.8	16	30.6	16.8
09/08/1998	35.3	17.4	32.5	17.7
10/08/1998	35.2	18.3	33.2	18.2
11/08/1998	36.7	19.8	34	20.6
12/08/1998	35.2	18	30.4	18.2
13/08/1998	33.8	20.4	32.5	21.5
14/08/1998	33.3	20	32.5	20.5
15/08/1998	32.1	19.5	31	20.8
16/08/1998	32.7	19.8	31.8	20.3
17/08/1998	32.8	18.6	32	20
18/08/1998	27.7	19.1	26.8	19.9
19/08/1998	30.9	17.5	29	17.5
20/08/1998	29.9	19.5	28	19.4
21/08/1998	30.4	17.6	29	19
22/08/1998	33	17.7	32	18.7
23/08/1998	33.6	17.7	32.5	18.2
24/08/1998	30.7	17.7	30	18.7
25/08/1998	29	16	28.5	17.4
26/08/1998	28.8	14.8	28	16
27/08/1998	29.8	15.2	28.8	16.3
28/08/1998	22.1	14.1	22.4	15.3
29/08/1998	24.1	12.6	23	13.7
30/08/1998	24.6	12.3	24	13
31/08/1998	25.4	11.5	24.8	12.3
01/09/1998	26.1	16.3	24.8	16.8
02/09/1998	27.5	17.7	26.2	17.5
03/09/1998	27.3	18.4	26.8	19.5
04/09/1998	26.6	18.4	26	17.4
05/09/1998	28.6	16.7	27	18
06/09/1998	28.6	12.1	28	8.4
07/09/1998	20.3	15.2	20	16.3
08/09/1998	24.6	15.8	23	16.3
09/09/1998	27.2	13.6	25	14.3
10/09/1998	26.8	17.1	26	17.5
11/09/1998	22.7	16.9	21.7	18
12/09/1998	23.2	11.6	22.3	13.5
13/09/1998	23.2	6.2	22.9	7
14/09/1998	23.4	5.5	22	6.2
15/09/1998	25.4	5.1	22.5	5.2
16/09/1998	24.5	8.2	23.5	8.4
17/09/1998	25.6	9.3	24.5	10.5
18/09/1998	24.8	7.7	23.6	8
19/09/1998	23.4	8.1	22.5	9
20/09/1998	22.1	10.8	21.3	10.2
21/09/1998	21.7	8.7	21	9
22/09/1998	22	8.9	20	9
23/09/1998	22.9	7.5	21	7.5
24/09/1998	22.3	8.7	20	9
25/09/1998	21.2	12.5	19	12.5
26/09/1998	16.8	12.4	15.2	12
27/09/1998	19.6	12.5	17	13
28/09/1998	25.2	10.3	22	10
29/09/1998	23.1	9.2	22.7	10
30/09/1998	17.3	14.8	17	15
01/10/1998	20	11.7	19	12.5
02/10/1998	18.7	8.7	17.8	10
03/10/1998	19.8	10.1	18.5	10.2
04/10/1998	17.3	11.2	17	12
05/10/1998	14.4	12.3	14	12.5
06/10/1998	18.6	12.6	17	12.3
07/10/1998	20.5	12.9	18.4	12.5
08/10/1998	16.9	12.3	14.8	11.8
09/10/1998	15.8	8.3	13.8	9
10/10/1998	18.3	6.5	16.3	6.7
11/10/1998	19	9.8	17.2	9.8
12/10/1998	20.1	7.2	19	7
13/10/1998	20.3	5.9	18	6.8
14/10/1998	21.4	4.8	18.5	5
15/10/1998	21.3	5.9	19	6.9
16/10/1998	18.8	7.2	23	7.8
17/10/1998	18.5	10.7	18	16.5
18/10/1998	18.4	12.1	17.8	12.8
19/10/1998	13.9	9.1	NA	NA
20/10/1998	19.2	5.8	NA	NA
21/10/1998	13.5	4	13	5
22/10/1998	15.2	5.1	14	6
23/10/1998	17.3	3.7	15	4.9
24/10/1998	19.6	5.8	16.8	6
25/10/1998	13	6.8	12.8	8.3
26/10/1998	19.8	2.8	16.8	3
27/10/1998	19.1	2.2	17.3	12.2
28/10/1998	18.7	2.7	16.6	3.5
29/10/1998	18.8	4	17.5	4.5
30/10/1998	16.8	0.4	15	1
31/10/1998	16.7	0.6	16.2	2
01/11/1998	13.7	4.2	13.8	5.5
02/11/1998	12.6	3.3	12.2	4
03/11/1998	12.7	8.6	12.2	9.5
04/11/1998	12.7	8	12.5	9.5
05/11/1998	17	2.6	15.9	4
06/11/1998	14.1	1.6	12.5	2.3
07/11/1998	13.9	-0.5	12	-0.8
08/11/1998	14.4	-1.8	11.2	-1.8
09/11/1998	16.6	1.2	14.2	1.3
10/11/1998	10.5	2.1	10	3
11/11/1998	16.9	0.5	14.8	2.2
12/11/1998	10.5	-0.8	9.8	-0.8
13/11/1998	10.8	-1.6	10	-1.8
14/11/1998	8	-0.3	7.8	-0.2
15/11/1998	15.5	-2.7	13	-3
16/11/1998	15.2	-2.7	12	-3.7
17/11/1998	12.4	-4.2	10	-5
18/11/1998	7.4	-5.7	6.1	-6
19/11/1998	6.9	-4.1	4.8	-4.2
20/11/1998	7.4	-5.9	4.3	-5.5
21/11/1998	5.1	-7.3	3.5	-7.7
22/11/1998	3.3	-6.9	2.3	-7
23/11/1998	6.1	-3.2	4.3	-4.5
24/11/1998	3.2	-0.6	3	0
25/11/1998	4.7	0.4	4.8	1
26/11/1998	6.2	-0.5	5	-0.2
27/11/1998	5.1	-0.8	5	-0.4
28/11/1998	9.7	-1.3	7	-0.5
29/11/1998	6	-3	5.2	-2
30/11/1998	3.5	-2	3.7	-2
01/12/1998	9.2	0.6	8	0.5
02/12/1998	5.5	0.9	5	0.3
03/12/1998	4.6	1.9	4.3	2.5
04/12/1998	12.4	-0.2	9.4	0.5
05/12/1998	10	-2.6	5	3.2
06/12/1998	9.1	-4.8	5	-5
07/12/1998	7.3	-6.5	4.2	-6.5
08/12/1998	7.1	-8.1	3	-7.8
09/12/1998	1.5	-7.7	1.8	-7.5
10/12/1998	4.8	-2	3	-2
11/12/1998	1.4	-0.9	1.2	-1
12/12/1998	-0.2	-3	0.5	-3.7
13/12/1998	1.5	-2.9	1.2	-3
14/12/1998	3.8	-4.3	3.3	-4.3
15/12/1998	-0.6	-4	0	-3.8
16/12/1998	2.8	-4.1	2.8	-3.8
17/12/1998	6	-4.4	4.2	-4
18/12/1998	8.6	-5.4	5	-5
19/12/1998	6	-3.4	5.3	-3.2
20/12/1998	1.4	-2.5	1.3	-2.3
21/12/1998	8.7	-1.3	7	-1
22/12/1998	7.2	-4.1	4	-4.3
23/12/1998	4	-5.9	2	-5.8
24/12/1998	1.3	-3.9	1	-3.9
25/12/1998	1.5	-5.6	0	-5.8
26/12/1998	0.4	-7	0	-6.8
27/12/1998	2.2	-0.5	2	0
28/12/1998	3.1	0.9	2.8	1.2
29/12/1998	4	-1.1	3.2	-1.2
30/12/1998	4.7	1.2	3.8	1
31/12/1998	3	0.4	3	0.8
01/01/1999	3	0.4	3	0.8
02/01/1999	5.2	2.6	5	3
03/01/1999	9.9	-1.3	7	-1.2
04/01/1999	11	-1.2	8	-1.6
05/01/1999	8.8	-1.6	6	-1.2
06/01/1999	8.9	-3	6	-2.3
07/01/1999	6.7	-1.7	7	-2
08/01/1999	7.7	3.7	8	0
09/01/1999	5.7	1.9	6	2
10/01/1999	4.4	0.1	4.9	0.5
11/01/1999	4.8	0.1	4	0.2
12/01/1999	4.7	-0.9	4.5	0.8
13/01/1999	5.7	-3.1	5	-1.2
14/01/1999	6	-4.2	4	-3.2
15/01/1999	6.1	-6.2	4.2	-5
16/01/1999	4	-2	4.5	-1.8
17/01/1999	4.6	0.6	5	1.8
18/01/1999	8.4	-0.7	8	3
19/01/1999	1.2	-2.5	7	3
20/01/1999	5.3	-3.4	5.5	-2.2
21/01/1999	10.4	-3.8	7	-3.5
22/01/1999	10.1	-3.2	7	-3.5
23/01/1999	8.8	-3.5	6.7	-4.3
24/01/1999	10.1	-3.8	6.8	-4.3
25/01/1999	10.1	-3.2	7.5	-1
26/01/1999	4.7	-2.8	5	-3
27/01/1999	8.3	-0.7	7.6	-0.5
28/01/1999	12.3	-3.3	10.8	-3.8
29/01/1999	11.6	-0.5	11	-1
30/01/1999	5.9	-1.6	6	-1
31/01/1999	5.4	-6.4	4	-6.5
01/02/1999	5.1	-8.5	4	-8
02/02/1999	7.9	-7.1	6.5	-7.2
03/02/1999	9	-4.8	8	-5.8
04/02/1999	15.5	-1.9	14	-2
05/02/1999	21	-1.5	18.7	-1.8
06/02/1999	14.8	0.6	14.2	0
07/02/1999	14.4	-3.2	13	-3.2
08/02/1999	9.4	-1.9	10	-1.5
09/02/1999	5.8	-4.7	5	-4.5
10/02/1999	8	-2.6	8	-2
11/02/1999	7.3	-5.8	7	-6.5
12/02/1999	7.6	-6.6	7	-6.4
13/02/1999	6.5	-8.1	6	-8
14/02/1999	6.7	-7.3	7	-8
15/02/1999	2.1	-5.5	2	-5.5
16/02/1999	6.6	-8.1	6	-9
17/02/1999	13.7	-5.2	12.5	-6
18/02/1999	14	-3.5	14	-4.5
19/02/1999	11.9	-2.6	11.2	-2.3
20/02/1999	12.3	2	12.5	3.5
21/02/1999	10.9	-0.9	9.3	-1
22/02/1999	16.8	0	16	-1
23/02/1999	11.4	0.8	12	1.5
24/02/1999	12.1	-4.3	12.2	-4.6
25/02/1999	12.1	-3	12.5	-2.7
26/02/1999	14.1	-2.7	14.3	-3
27/02/1999	15.1	-2.7	14.9	-2.5
28/02/1999	14.1	-2	14	-1.8
01/03/1999	16.3	3.5	16.2	5
02/03/1999	18.1	2.1	18	2
03/03/1999	7.6	4.8	7.1	4.5
04/03/1999	10.8	5.9	9.8	6
05/03/1999	15.1	2.8	14.8	2.8
06/03/1999	10.5	0	11	0
07/03/1999	12.7	-0.6	14	-0.3
08/03/1999	10.5	-2	10.7	-2
09/03/1999	7.1	-0.1	7	0.5
10/03/1999	9.2	4.7	9.2	5
11/03/1999	11.2	6.1	11.5	7
12/03/1999	15.5	4.6	15.5	7.5
13/03/1999	19.1	0.8	20.3	1.3
14/03/1999	20.4	3	20.5	3.5
15/03/1999	21.6	7.4	22	8
16/03/1999	19.1	4.2	20	4.5
17/03/1999	10.9	6.7	11.5	7.5
18/03/1999	10.3	0.7	11.5	2.5
19/03/1999	14.7	-2.3	11	-2
20/03/1999	16.3	0.3	18	1
21/03/1999	15.2	-0.5	16.5	-0.3
22/03/1999	11.7	1.8	13	3.5
23/03/1999	17.3	-1	20	-1
24/03/1999	20.1	0.3	22	1
25/03/1999	13.7	1.6	14	3.5
26/03/1999	9.9	5	9.5	6
27/03/1999	8.9	4.7	9	5
28/03/1999	14.5	5.9	17	7
29/03/1999	18.6	3	20	3.3
30/03/1999	20.4	NA	22	4.3
31/03/1999	19.5	4.6	21	5
01/04/1999	21	4.2	22.5	5
02/04/1999	23.7	3.8	24	4.3
03/04/1999	23	5.3	24.7	5.3
04/04/1999	25.2	8.3	27	8
05/04/1999	23.8	6.1	24	7
06/04/1999	23.3	6.1	24.9	7.3
07/04/1999	15.5	8.3	15	9
08/04/1999	13.1	8.7	13.2	9
09/04/1999	19.4	7.6	22	8.5
10/04/1999	19.1	6.6	21	7.3
11/04/1999	20.9	4.4	22.2	5
12/04/1999	18	6.9	18.5	7.5
13/04/1999	21.5	5.9	23	6.8
14/04/1999	18	3.4	19.9	3.5
15/04/1999	17.1	6.5	18.8	6.8
16/04/1999	16.9	4.3	18.5	5.8
17/04/1999	13.3	0.7	13	1
18/04/1999	19.2	0.8	20.5	1.5
19/04/1999	18.8	1.1	21	1.5
20/04/1999	15.4	3	15.5	4
21/04/1999	11.6	9.4	12	9.3
22/04/1999	17.8	6.8	18	7
23/04/1999	19.8	5.1	21	6
24/04/1999	17.1	10.5	17.8	11
25/04/1999	22.1	7.9	23	8
26/04/1999	18.7	8.7	18	8.5
27/04/1999	14.1	7.6	13.9	10
28/04/1999	18.4	6.9	18.5	7.8
29/04/1999	17.8	8.1	17.5	9
30/04/1999	21.3	7.9	22.5	9.3
01/05/1999	23.4	7.9	23.7	8
02/05/1999	23.9	11.7	24	12.5
03/05/1999	22.4	14.4	23	14.8
04/05/1999	18.4	13.2	17.8	14
05/05/1999	22.3	11	23.5	11.4
06/05/1999	17.7	12.6	17.5	13.2
07/05/1999	21.2	14.5	21	14.9
08/05/1999	20.4	14.7	20.8	16.5
09/05/1999	23.8	12.4	24	13
10/05/1999	24.3	13.3	23.4	14.2
11/05/1999	22.3	12.6	23.5	12.6
12/05/1999	24.7	12	25.6	12.5
13/05/1999	25.8	12.3	26.8	12.8
14/05/1999	23.6	12.7	23.8	13
15/05/1999	22.8	13	23.5	13.6
16/05/1999	23.4	14.4	23.5	15
17/05/1999	16.2	12.3	17.5	13
18/05/1999	15.8	12	15.5	12.3
19/05/1999	20.2	14.1	19.3	14.3
20/05/1999	21.1	10.9	19.7	11
21/05/1999	21.6	8.5	20.5	8.8
22/05/1999	24.8	11.1	22.5	11
23/05/1999	26.2	12.2	26	12
24/05/1999	25.2	12.7	24.8	13
25/05/1999	26.5	16.8	25.8	17.2
26/05/1999	27	14.6	27	15
27/05/1999	NA	NA	27.6	17
28/05/1999	NA	NA	26.6	18.3
29/05/1999	NA	NA	28.5	16.5
30/05/1999	NA	NA	28	15
31/05/1999	NA	NA	28.8	14.8
01/06/1999	NA	NA	30	16
02/06/1999	NA	NA	29.8	17.8
03/06/1999	NA	NA	28.3	16.5
04/06/1999	NA	NA	27.5	17.3
05/06/1999	NA	NA	26.3	14.6
06/06/1999	NA	NA	24.2	15.6
07/06/1999	NA	NA	27	14.2
08/06/1999	NA	NA	28.5	15.7
09/06/1999	NA	NA	27	9
10/06/1999	NA	NA	22	17
11/06/1999	NA	NA	23	16
12/06/1999	NA	NA	26.5	15
13/06/1999	NA	NA	27	15
14/06/1999	NA	NA	18.4	16.2
15/06/1999	NA	NA	22.4	14.5
16/06/1999	NA	NA	25	16.5
17/06/1999	NA	NA	28.2	16.3
18/06/1999	NA	NA	28.5	16.3
19/06/1999	NA	NA	23	15.3
20/06/1999	NA	NA	23.8	13.2
21/06/1999	NA	NA	27	12.6
22/06/1999	NA	NA	26.5	11.4
23/06/1999	NA	NA	25.7	10.3
24/06/1999	NA	NA	27	12.8
25/06/1999	NA	NA	26.8	15
26/06/1999	NA	NA	26.2	16.5
27/06/1999	NA	NA	25.2	16.5
28/06/1999	NA	NA	24	16
29/06/1999	NA	NA	25.5	16
30/06/1999	NA	NA	28.7	15.7
01/07/1999	NA	NA	28.5	17
02/07/1999	NA	NA	28.5	16.8
03/07/1999	NA	NA	30.7	16
04/07/1999	NA	NA	31	17.2
05/07/1999	NA	NA	32.8	15.5
06/07/1999	NA	NA	30.8	18.7
07/07/1999	NA	NA	30.8	17
08/07/1999	NA	NA	30.5	18
09/07/1999	NA	NA	29.6	17
10/07/1999	NA	NA	29.5	19.2
11/07/1999	NA	NA	21.2	18.5
12/07/1999	NA	NA	28.7	18
13/07/1999	NA	NA	31.2	18.4
14/07/1999	NA	NA	33	18
15/07/1999	31.1	17.2	30.9	18.3
16/07/1999	28.4	19.4	28	19.5
17/07/1999	30.2	18.4	29.9	19
18/07/1999	31	20.3	31	20.5
19/07/1999	32	18.9	31.2	20
20/07/1999	31.8	18	31.2	17.8
21/07/1999	32.3	19.3	32	19.5
22/07/1999	31.9	18.4	32	19.3
23/07/1999	29.3	16.4	28.9	17.7
24/07/1999	28.4	15.6	28.6	16.5
25/07/1999	28.2	15.2	29	16.5
26/07/1999	32.2	15.2	32	16
27/07/1999	32.3	16.8	31.8	18
28/07/1999	24.3	18.9	26	18.3
29/07/1999	27.8	18.7	27.2	18
30/07/1999	29.6	18.8	28.5	19
31/07/1999	25.1	18.2	24	18.9
01/08/1999	27.7	18.7	26.2	19.3
02/08/1999	29.5	17.3	29	17.8
03/08/1999	28.1	19.2	27.2	19.5
04/08/1999	25.4	20	24.7	19.8
05/08/1999	30.5	20.6	29	20
06/08/1999	32.2	20.5	31	21
07/08/1999	30.6	19.7	30	20
08/08/1999	30.7	20.2	30.5	21
09/08/1999	31.5	20.7	31.5	22
10/08/1999	32.5	20.8	32.7	21
11/08/1999	30.3	18.6	29.5	18.8
12/08/1999	21.2	15.2	22	15.5
13/08/1999	26.7	12.6	26.5	13.5
14/08/1999	26.2	15.6	25	15.8
15/08/1999	28.4	15.9	27.8	16
16/08/1999	28	17.3	27.8	17.8
17/08/1999	26.7	18.4	26.5	18.3
18/08/1999	29.2	18.2	29	18
19/08/1999	28	18.6	27.8	19.7
20/08/1999	24.8	21.2	24.8	21.6
21/08/1999	28.7	19.8	28.3	20.2
22/08/1999	27.1	18.6	26.2	19.5
23/08/1999	27.7	18	27.5	18
24/08/1999	28.1	20	27.3	20.7
25/08/1999	29.4	18.1	28	18.5
26/08/1999	27.3	18.8	26.9	19.3
27/08/1999	27	19.4	26.4	19.3
28/08/1999	28.8	19	28	18.8
29/08/1999	23.8	17.1	22.5	18
30/08/1999	26.1	15.2	25.5	15.4
31/08/1999	28.3	15.5	27	16.2
01/09/1999	29	16.2	28	16.3
02/09/1999	25.9	16.4	25.3	16.2
03/09/1999	20.6	13.7	21.5	14
04/09/1999	19.5	14.1	18	14.9
05/09/1999	24	14.6	23.3	15
06/09/1999	24.5	13	23.4	13.2
07/09/1999	26.6	15.9	25	16.8
08/09/1999	27.7	14.8	26.5	15
09/09/1999	29.1	15.2	27.4	15.8
10/09/1999	28.5	15.4	27.7	16
11/09/1999	28.1	15.9	27	16.7
12/09/1999	28.8	15.7	27.8	10.8
13/09/1999	28.7	15	27.6	15.4
14/09/1999	28.3	14.4	27	14.9
15/09/1999	25.2	13	25	13.2
16/09/1999	24.6	16.3	23	16.4
17/09/1999	26.1	14.3	24.9	14.9
18/09/1999	19.8	14.1	19	15.5
19/09/1999	17.3	14	17	9.3
20/09/1999	22.8	13.7	21	15
21/09/1999	22.7	14.4	21.8	15
22/09/1999	22.1	13.3	21.5	14
23/09/1999	24.5	15.2	23.5	15.8
24/09/1999	25.9	14.5	24.9	15.9
25/09/1999	22.5	16.2	22.2	17.2
26/09/1999	25.6	15.8	23.7	16.2
27/09/1999	23.4	14.9	22.5	15.7
28/09/1999	24.3	14.1	23.5	16
29/09/1999	24.5	11.9	23.4	11.7
30/09/1999	22.7	14.6	21.8	15.3
01/10/1999	23.6	11.8	22.3	13
02/10/1999	20.4	12.3	19.3	12.6
03/10/1999	21.7	12.8	21	14.6
04/10/1999	22.3	9.4	21.5	10
05/10/1999	19.8	7.4	20.9	9.1
06/10/1999	19	4.6	18.6	5
07/10/1999	18.9	3.3	18	3.5
08/10/1999	19.1	4.5	18.2	5.2
09/10/1999	22.2	6.2	20	6.8
10/10/1999	23.2	5.3	22	5.8
11/10/1999	23.2	8	21.8	7.5
12/10/1999	21.8	9.1	20	14.5
13/10/1999	17.1	12.9	17	13.5
14/10/1999	15.7	12.5	16.2	12.5
15/10/1999	15.3	11.9	17	12.6
16/10/1999	18.5	12.1	18	12.3
17/10/1999	15	11.1	15	9
18/10/1999	11.2	6	NA	NA
19/10/1999	9.2	6.2	9.4	6.7
20/10/1999	7.3	5.5	7.8	6
21/10/1999	9.1	NA	9	5.5
22/10/1999	13.7	8	13.5	9
23/10/1999	16.8	9.4	15	10
24/10/1999	12.3	10.5	12.3	9.8
25/10/1999	16	11.2	14.8	11.7
26/10/1999	17.9	11.1	16.8	12.3
27/10/1999	22.1	NA	19	9.3
28/10/1999	19.5	9	18	9.3
29/10/1999	13.8	10.8	14.8	11.8
30/10/1999	14.8	11	14	12
31/10/1999	18.9	9.7	17	9.3
01/11/1999	17	11.9	17	11
02/11/1999	18.4	11.1	18	12.8
03/11/1999	14	12.5	14.2	13
04/11/1999	12.9	12.1	13	12.3
05/11/1999	14.9	9.7	14.5	10.6
06/11/1999	11.9	8.3	12	8.4
07/11/1999	14	5.8	13.3	6.2
08/11/1999	17.8	3	14.5	2.8
09/11/1999	16.5	1.8	13.3	1
10/11/1999	13	3.1	12.5	3
11/11/1999	7.6	5.8	7.6	6
12/11/1999	10.2	5.5	10	5
13/11/1999	10.5	4.7	10	3.5
14/11/1999	11.4	3.1	10.2	3
15/11/1999	8	2	8	1.5
16/11/1999	9.4	2.9	9	3
17/11/1999	5.6	1.2	5.6	0
18/11/1999	12.1	-1.3	10.6	-3
19/11/1999	11.2	-0.7	10	-1
20/11/1999	4.7	-2.2	5	-2.5
21/11/1999	3	0.8	3.5	2.3
22/11/1999	5	-1.7	3.5	-2.5
23/11/1999	9.4	-3.4	5.2	-5
24/11/1999	14.1	-0.9	8.4	-2.5
25/11/1999	9.8	-2.2	6	-4
26/11/1999	9.2	-2.1	5.3	-4
27/11/1999	9.7	-3.1	5.3	-5.8
28/11/1999	8.2	-3.1	4.2	-5.2
29/11/1999	10	-3.7	5.8	-6.5
30/11/1999	8.3	-3.8	5.4	-5
01/12/1999	6.4	-3.7	3.7	-5.5
02/12/1999	8.9	-2.1	6.3	-3
03/12/1999	3.7	-2	3	-3
04/12/1999	8	0.1	7.8	0
05/12/1999	11.4	-1.6	9.8	-1.7
06/12/1999	9.7	-3.8	7	-4.5
07/12/1999	7.8	-4	5	-5
08/12/1999	4.9	0	4	-1
09/12/1999	3.9	2.6	3.2	2.5
10/12/1999	4.1	0	3.4	0.5
11/12/1999	7.8	-2.7	4.2	-3
12/12/1999	6.2	-0.1	5.5	-0.3
13/12/1999	14.1	-0.7	12.7	-1.8
14/12/1999	7.9	-1.3	6	-1
15/12/1999	4.4	-0.7	4	-2
16/12/1999	3.9	-0.5	3.8	0
17/12/1999	4.8	-3.3	2.8	-3.7
18/12/1999	3.1	-4.7	2.7	-4
19/12/1999	2.6	-0.2	2.9	0.5
20/12/1999	8.1	-2	12.5	-3
21/12/1999	7.3	-5.1	4	-6
22/12/1999	4	-6.5	2.1	-7.7
23/12/1999	2.2	-7.3	0.8	-8.2
24/12/1999	4.3	-5.4	2	-6.5
25/12/1999	1.6	-1.8	0.9	-2
26/12/1999	2.5	-2.7	1.2	-3
27/12/1999	8.8	-1.1	6.5	-2.1
28/12/1999	12.5	0.8	9.8	0
29/12/1999	8.2	-0.6	6.8	-1
30/12/1999	9.1	-4.3	5.2	-5
31/12/1999	4.7	-5.7	3	-7
01/01/2000	4.4	-6.4	2.5	-7.5
02/01/2000	4.5	-5.9	3.5	-6.5
03/01/2000	6.6	-6.6	3.8	-7
04/01/2000	8.1	-5.2	4.9	-6
05/01/2000	9.5	-2.3	7.2	-2.8
06/01/2000	6.9	-3.3	5	-4
07/01/2000	7.3	-2.3	4.8	-3
