date	Tx_Ref	Tn_Ref	Tx_Can	Tn_Can 
08/01/2000	8.4	-4.3	6.1	-4.5
09/01/2000	5.8	-2.8	4.6	-3.3
10/01/2000	5.5	-4.6	3.2	-3.5
11/01/2000	3.5	-4.8	2.5	-4.8
12/01/2000	0	-2.9	-1	-3.2
13/01/2000	2.5	-0.9	2.1	-1.9
14/01/2000	2.5	0	2.1	-0.5
15/01/2000	8	-1.3	5.2	-1
16/01/2000	1.4	-2.7	1.8	-2
17/01/2000	6.5	-1.6	6	-1.8
18/01/2000	17.3	-2.3	11.6	-2.5
19/01/2000	10.5	-1.5	8.5	-1.3
20/01/2000	7.9	-3.8	6	-4.3
21/01/2000	9.7	-2.8	9	-3.5
22/01/2000	8.4	-3.4	7.2	-4
23/01/2000	12.2	-0.9	9.3	-3
24/01/2000	5.9	-3.8	4.3	-5.5
25/01/2000	2.3	-5.6	1.3	-6
26/01/2000	3.1	-7.7	1.5	-9.3
27/01/2000	5.7	-7.7	4	-9.2
28/01/2000	5.8	-5.2	4.9	-6.5
29/01/2000	3.9	-2	4.8	-2
30/01/2000	13.4	-3.2	10.3	-4
31/01/2000	14.8	-1.5	14	-1.9
01/02/2000	7.3	0.2	7.3	0.8
02/02/2000	7.3	4.1	7	5
03/02/2000	15.9	0.7	12	1
04/02/2000	5.5	-1.2	4.5	-1
05/02/2000	11.8	-0.5	10.5	0
06/02/2000	9.6	0.2	8.5	0
07/02/2000	12.6	0.1	11.5	0
08/02/2000	10.1	2.3	9.7	2
09/02/2000	17.3	0.4	15.5	1.5
10/02/2000	14.7	-1.3	13.5	-2.5
11/02/2000	10.7	0.3	10.2	-0.5
12/02/2000	13.3	0.3	12.5	2
13/02/2000	11.6	-2	10	-3
14/02/2000	17.3	-2	17	-3
15/02/2000	12.6	0.7	12.5	0.6
16/02/2000	14.1	3.5	13.5	2
17/02/2000	12.4	0	12	-2.2
18/02/2000	11.6	-4.1	11.5	-5
19/02/2000	14.4	-2.4	13	-3.5
20/02/2000	14	-1	14	-3
21/02/2000	11.7	-3.2	12.5	5.9
22/02/2000	9.2	-1.7	9.9	-1.2
23/02/2000	9.6	-3.6	9.8	-4.5
24/02/2000	11.6	-3.7	11.3	-4.8
25/02/2000	14.3	-0.8	13.8	-1.3
26/02/2000	9.5	2.7	9.2	2.8
27/02/2000	12.3	4.8	12.8	5
28/02/2000	11.4	5.1	12.3	4.5
29/02/2000	10.1	6.5	9.5	6.8
01/03/2000	9.4	2.8	9	3
02/03/2000	15.4	0.1	16.7	0.5
03/03/2000	14.5	-1.6	15.2	-2
04/03/2000	16.3	1.2	17	1
05/03/2000	14	-1.2	15.2	-2
06/03/2000	13.3	-1.9	15	-2.2
07/03/2000	14.2	-0.3	14	-1.5
08/03/2000	19.9	-0.4	21	-0.8
09/03/2000	23.7	2.9	25	3.2
10/03/2000	23.8	2.3	25.8	2.5
11/03/2000	18.5	3.6	20	4
12/03/2000	17.3	2.6	18	2
13/03/2000	17.7	4.7	19	2.5
14/03/2000	20.9	2.5	21	1.5
15/03/2000	19.7	4.5	20.5	4
16/03/2000	21.4	2.2	22.5	1.5
17/03/2000	22	2	23	1
18/03/2000	16.6	2.8	17	2
19/03/2000	16.3	6.2	17.2	6
20/03/2000	13.5	2.9	15.2	3.5
21/03/2000	13.4	3.7	18.8	-0.5
22/03/2000	19.4	0.4	20	0
23/03/2000	15.9	1.4	16.3	0.8
24/03/2000	13.3	6.3	13.2	6.2
25/03/2000	16.9	8.9	17.8	8
26/03/2000	15.6	6.9	15.4	7.6
27/03/2000	13	2.3	12	4
28/03/2000	9.1	1.1	9.5	1
29/03/2000	11	2.7	11	3.5
30/03/2000	17	0.2	18.7	1
31/03/2000	15.2	1.9	16	1.5
01/04/2000	15.4	4.8	17.3	5.5
02/04/2000	14.3	3.2	15.4	3.2
03/04/2000	9.3	6.9	9.1	8.5
04/04/2000	8.9	6	9	7
05/04/2000	20.2	2.6	22	3.5
06/04/2000	16.7	7	18	8.9
07/04/2000	15.1	4.7	17	6.7
08/04/2000	19.5	1.6	21.3	2.8
09/04/2000	14.3	4.9	14.8	5
10/04/2000	10.1	6.2	10.5	7
11/04/2000	13.7	7.3	14	8.2
12/04/2000	21.2	8.3	21	8.5
13/04/2000	18.6	5.5	19.6	5.6
14/04/2000	19.2	7.6	21	8
15/04/2000	19.8	7.9	22.1	11
16/04/2000	16.7	6.2	17	6.2
17/04/2000	10.3	7.2	10.4	8
18/04/2000	14.8	7.1	15.8	9.5
19/04/2000	21.3	5.8	22	6
20/04/2000	24.3	7.9	25	7.5
21/04/2000	26.5	8.7	26.7	9.5
22/04/2000	25.7	9.5	26.9	10
23/04/2000	23.1	10.4	22.4	10.5
24/04/2000	20.2	9.1	21.5	12
25/04/2000	22.4	6.9	24	8
26/04/2000	23.7	7.8	24	8.2
27/04/2000	22.1	10.8	22.8	11.5
28/04/2000	15.1	13.1	17.5	14
29/04/2000	19.4	12.8	19.9	13.7
30/04/2000	20.7	12.1	20.8	13.3
01/05/2000	26.2	10.8	25.5	11
02/05/2000	23.8	11.9	24.9	13
03/05/2000	24.8	11.9	25	13.5
04/05/2000	24.5	12.8	25	14
05/05/2000	22	12.4	21.6	12.7
06/05/2000	17.4	13.7	17.3	15
07/05/2000	18.5	14.3	17.5	14.9
08/05/2000	22.6	13.9	22	15
09/05/2000	20.6	12.4	20.7	8
10/05/2000	19	15.7	19.4	16
11/05/2000	20.9	14.5	19	15
12/05/2000	23.7	13.3	24	8.9
13/05/2000	24.9	12.1	25	12.8
14/05/2000	25	14.3	25	9.7
15/05/2000	26.5	13	26	14
16/05/2000	27	13.1	26.2	13.3
17/05/2000	27	12.3	26.8	12.2
18/05/2000	23.8	14.2	23.2	14
19/05/2000	25.1	12.8	25	13
20/05/2000	23.7	11.7	22.8	11
21/05/2000	20.2	11.9	18.2	11.8
22/05/2000	25.2	11.8	25	12
23/05/2000	24.9	10.3	24	12
24/05/2000	23.4	15.6	24	17
25/05/2000	27	13.4	27	14.4
26/05/2000	28.3	12.9	28	14
27/05/2000	22.3	13.6	22.8	14.3
28/05/2000	23.7	14.8	23	11.4
29/05/2000	26.4	13.1	26.3	14
30/05/2000	20.9	13.1	19.8	13.5
31/05/2000	25.9	14.8	25	15
01/06/2000	26.6	14.4	25	14.9
02/06/2000	27.8	15.1	26.2	15.2
03/06/2000	29.4	17.5	28.2	17.5
04/06/2000	30.9	17.6	29.2	18
05/06/2000	29	14.6	29.1	16
06/06/2000	26.3	15.6	26	16.3
07/06/2000	27.5	14.2	22.5	14.7
08/06/2000	22.9	16.1	23	17.4
09/06/2000	28.3	15.8	28.4	16
10/06/2000	27.6	16.2	22	17.5
11/06/2000	19.7	17.6	20.1	18
12/06/2000	23.8	16.9	24.5	17.5
13/06/2000	25.7	16.3	25.5	18
14/06/2000	28.5	15.5	28	16.7
15/06/2000	31.1	15.6	30	17
16/06/2000	31.3	15.8	30.4	17
17/06/2000	28.4	15.5	28	17
18/06/2000	26.6	15.6	26	17.3
19/06/2000	28.8	15.1	29	15.8
20/06/2000	30.8	13.9	31	14.8
21/06/2000	30.1	14.8	30.4	15
22/06/2000	28.4	17	28.9	17
23/06/2000	27.4	17.8	28	19
24/06/2000	27.5	17.2	28	18.5
25/06/2000	27.2	15.1	27.5	15.8
26/06/2000	26.9	14.8	25.7	17
27/06/2000	27.1	15.7	27	17
28/06/2000	27.2	16.4	28	17
29/06/2000	28.8	17.4	29	17.8
30/06/2000	29.2	16	29.9	17.7
01/07/2000	28	17.5	29	18.3
02/07/2000	29.5	18	30	18.6
03/07/2000	29.1	17.8	28.5	18.8
04/07/2000	29.9	19.7	30.7	22
05/07/2000	30.6	17.4	31.2	19
06/07/2000	31.4	16.6	31.6	17.2
07/07/2000	30.7	17.2	31	18
08/07/2000	31.7	17	32.5	18.3
09/07/2000	28.1	13.2	28.5	13.8
10/07/2000	22.6	12.8	22	13.5
11/07/2000	24.9	10.9	25	12
12/07/2000	23.6	10.3	22.4	10
13/07/2000	25.6	11	25	11
14/07/2000	24.6	12.4	24.5	12.9
15/07/2000	25.2	12.9	25.3	13
16/07/2000	25.5	11.2	25.3	11.8
17/07/2000	25.5	10.9	26.3	11.3
18/07/2000	27.2	13	26.5	12.6
19/07/2000	28.6	13.7	28.1	13.5
20/07/2000	28.1	15.3	27.1	15.6
21/07/2000	28.9	16.1	28	17
22/07/2000	29	17.3	28.9	17.1
23/07/2000	28.1	19	27	18.9
24/07/2000	25	19	24	19.3
25/07/2000	26.8	18.4	27	19
26/07/2000	27.4	17.7	27.5	18.9
27/07/2000	29.9	16.9	29	18
28/07/2000	31.1	16.9	31	15
29/07/2000	29.9	14.1	30	14
30/07/2000	29.2	14.2	29.4	15
31/07/2000	29.1	14.1	29	18
01/08/2000	31	16.9	30.8	18
02/08/2000	30.9	15.9	31	15.8
03/08/2000	26.3	18.5	26	18.3
04/08/2000	23.4	16.2	22	16.5
05/08/2000	22	14	20	15
06/08/2000	24.1	15.7	23	16.1
07/08/2000	29.3	14.4	28	15
08/08/2000	29.2	15.5	29.3	16
09/08/2000	27.3	18	26.3	18.9
10/08/2000	29.4	16.6	29	17
11/08/2000	30.5	18.4	30	19.6
12/08/2000	28.8	18	29	19
13/08/2000	27	17.5	26.7	19
14/08/2000	33.1	17.3	30.6	18.4
15/08/2000	31.9	17.9	31.2	18.8
16/08/2000	32	19.1	31.4	20.3
17/08/2000	32.6	20	32	19.9
18/08/2000	31.7	19.5	31	20.2
19/08/2000	33.7	18.8	32	20
20/08/2000	33.5	17	32	17.2
21/08/2000	29.9	17.7	29	17.6
22/08/2000	32.2	17.6	31.5	18
23/08/2000	33.1	18.7	31.5	18.6
24/08/2000	33.1	18.1	32	18.5
25/08/2000	34.2	18.8	33.5	19.8
26/08/2000	31.2	18	31	18.2
27/08/2000	25.6	18.9	25	21
28/08/2000	28.4	16.1	33.5	17
29/08/2000	27.6	18	27.4	18
30/08/2000	21.6	17.3	21.3	18
31/08/2000	23.5	15.3	23	18.5
01/09/2000	27.7	13.4	27	14.5
02/09/2000	28.2	14.2	27.5	15
03/09/2000	27.7	12.7	27.5	12.2
04/09/2000	25.9	14.8	26	15.2
05/09/2000	25.7	12	25.2	13
06/09/2000	26.3	10.8	26	11
07/09/2000	26.8	14.7	27	15.5
08/09/2000	25.2	12	25	13.5
09/09/2000	25.4	11.2	26	11.9
10/09/2000	27.5	11.4	22	12
11/09/2000	28.2	12.1	28	13
12/09/2000	27.7	13.4	22.5	13.8
13/09/2000	28.4	14.6	27.8	16
14/09/2000	27.8	14.2	27.2	15
15/09/2000	28.5	14.8	28	15
16/09/2000	27	16.2	27	17
17/09/2000	27.7	16.2	27.5	16
18/09/2000	25.4	16.1	25	17.2
19/09/2000	24.8	16.8	23.3	17.3
20/09/2000	24.4	16.2	24	11.5
21/09/2000	24.8	11.8	23.7	13.5
22/09/2000	26.2	9.9	24.9	10
23/09/2000	24.1	9.2	23.8	10.2
24/09/2000	23	15.5	22.1	15.5
25/09/2000	23.8	14.7	23.6	13.6
26/09/2000	24.3	13.8	23	15
27/09/2000	24.4	13.2	24	9
28/09/2000	24.2	13.7	23.5	16.4
29/09/2000	21	12.3	21.8	13
30/09/2000	17.2	14.3	18	14.5
01/10/2000	19.4	12.6	18	14.5
02/10/2000	16.9	12.3	17	13
03/10/2000	22.3	13.1	21.5	13.5
04/10/2000	23.7	13.7	22	14.2
05/10/2000	22.4	15.4	22	16
06/10/2000	21.1	10.2	20	12
07/10/2000	19.9	7.1	18.8	7.5
08/10/2000	20.3	4.7	18.8	5
09/10/2000	19.7	6.3	18.4	7.3
10/10/2000	13.4	9.4	13.1	11.5
11/10/2000	12.7	10.2	12.7	10.4
12/10/2000	12.6	10.8	13	11.8
13/10/2000	14.5	12.4	14.7	13
14/10/2000	17.3	14.5	18	14.8
15/10/2000	16.6	11.8	17.3	13
16/10/2000	13.7	11.5	13.8	12
17/10/2000	17.6	9.4	15.8	11
18/10/2000	19.7	8.2	17	9.2
19/10/2000	17.3	7.9	16.8	8
20/10/2000	18	11.9	17	12.8
21/10/2000	16.9	10.4	16.8	12
22/10/2000	15.5	8.7	15	9.8
23/10/2000	18	6.9	16.3	8.3
24/10/2000	17.7	6.8	17	7.6
25/10/2000	14.8	11	14.5	11.8
26/10/2000	18.2	8.8	17	10.5
27/10/2000	18.4	7.7	16.3	10
28/10/2000	15.2	10.5	14.9	11.2
29/10/2000	15.9	11.7	15.2	12.1
30/10/2000	13.5	11.6	13.2	11.9
31/10/2000	13.8	10.3	14	11
01/11/2000	17.3	6.9	16	7
02/11/2000	11.2	6.2	10.9	7.7
03/11/2000	10.7	7.3	10.5	9
04/11/2000	12.9	5.4	11	6.5
05/11/2000	11.6	1.6	10.2	3
06/11/2000	7.9	2.1	8	2.6
07/11/2000	9.8	2.2	9.2	3
08/11/2000	11.2	3.9	11	5
09/11/2000	11.6	3.7	10.6	4
10/11/2000	11	2.1	10.1	4
11/11/2000	10.7	0	9.8	1.2
12/11/2000	6.9	5.1	7	6
13/11/2000	7.9	6.3	7.7	6.5
14/11/2000	10.1	7	9	7.2
15/11/2000	11.3	6.5	10.8	7
16/11/2000	9.1	7.3	9	8
17/11/2000	9.7	7.2	9.1	8
18/11/2000	13.7	4	10.2	4.8
19/11/2000	12.3	2.2	10	1.8
20/11/2000	7.7	4.6	7	4
21/11/2000	11.1	3.3	9.5	3
22/11/2000	8	3.4	8	3
23/11/2000	8.1	3.9	8.2	5
24/11/2000	8.3	4.3	8.4	5
25/11/2000	13.1	4	10.2	4
26/11/2000	10.8	3.8	9.5	7
27/11/2000	12.8	0.7	9.2	0
28/11/2000	10	0.2	7.2	-0.8
29/11/2000	6.9	0.5	6	-0.9
30/11/2000	11.6	1.2	8	0
01/12/2000	10.8	0.2	8.8	-0.9
02/12/2000	8.3	6.1	8	7
03/12/2000	8.2	6.7	7.6	6.8
04/12/2000	13.1	5.5	11.8	6.5
05/12/2000	11.6	2.5	10.1	4.6
06/12/2000	7.4	5.2	7.9	6.9
07/12/2000	8.1	7.2	8.2	7.9
08/12/2000	8.8	8	9	8.2
09/12/2000	10.8	8	10.3	9
10/12/2000	9.5	2.9	9.3	5
11/12/2000	10.5	3	9.5	3.2
12/12/2000	7.3	3.5	7.3	4.6
13/12/2000	10.4	6.2	10	7.2
14/12/2000	9.3	7	9.1	7.9
15/12/2000	11.5	3	10	0.6
16/12/2000	13.2	0.1	7.4	-1.4
17/12/2000	8.3	-1.2	6	-1.8
18/12/2000	8.4	-1.3	5	-2
19/12/2000	7.4	-1.2	5.2	-2
20/12/2000	4.4	1.2	4	0.2
21/12/2000	5.5	3.7	5.9	3.9
22/12/2000	6.6	0.3	5.2	-0.2
23/12/2000	4.5	-2.7	4	-3
24/12/2000	0.6	-3	0.2	-4.4
25/12/2000	2.9	-0.5	2	-0.8
26/12/2000	1.9	-0.9	2.1	0
27/12/2000	3	0.8	2.9	0.4
28/12/2000	8.8	-1.3	5.5	-1
29/12/2000	6.5	0.1	5.8	0
30/12/2000	6.3	-2.1	4.3	-2.8
31/12/2000	9	-1.6	5.5	-2.3
01/01/2001	4.4	-3.8	3	-4
02/01/2001	1.7	0.4	1.2	0.5
03/01/2001	2.2	-4.2	1	-1
04/01/2001	2.2	-1.6	2.2	-1
05/01/2001	2.2	-0.9	2.3	0
06/01/2001	4.5	2	4.5	2
07/01/2001	6	4	5.8	4.5
08/01/2001	9.3	4.2	8.4	5
09/01/2001	12.2	1.4	9.8	1
10/01/2001	8.7	3.5	8	3.5
11/01/2001	7.4	3.6	7	4
12/01/2001	7.4	2.7	6.9	4
13/01/2001	6.9	3.3	6.5	3
14/01/2001	3.6	-1	3	-1.5
15/01/2001	2.7	-3.7	2	-4
16/01/2001	3.7	-4.2	2.5	-5
17/01/2001	-0.2	-3.8	-0.2	-4.9
18/01/2001	3.6	-6.4	2.4	-3.2
19/01/2001	6.2	-0.9	5	-0.3
20/01/2001	5.5	0.2	5.2	0
21/01/2001	9.1	-1.8	7	-2.4
22/01/2001	4.3	0.4	4	-0.5
23/01/2001	6.4	-0.5	5.5	1.5
24/01/2001	3.8	-0.5	4.8	1.5
25/01/2001	6.1	3.3	5.4	3.5
26/01/2001	9.5	4.5	8.8	4
27/01/2001	8.4	1.1	7.5	1.8
28/01/2001	3.4	-1.6	3.5	-1.5
29/01/2001	10.4	2.5	9	2.8
30/01/2001	10.8	0.8	9.2	0
31/01/2001	10.5	-1	8.2	-2
01/02/2001	8.9	-1.5	8	-2
02/02/2001	7.7	-3.7	6	-5
03/02/2001	5.8	-3.5	5	-4.5
04/02/2001	6.5	1.4	6	1.5
05/02/2001	7	3.2	7	3.5
06/02/2001	9.3	5.5	8.8	5.5
07/02/2001	7.7	6.2	7.5	6.5
08/02/2001	7.3	6.4	7.3	6.8
09/02/2001	9.8	5.8	8.7	6.5
10/02/2001	16.2	3.4	14.2	4
11/02/2001	15.2	0.7	13.5	0
12/02/2001	14.8	0.6	13	0
13/02/2001	15.3	1	13.5	0.5
14/02/2001	13.1	2.6	14	3.5
15/02/2001	13.1	0.6	13	0.3
16/02/2001	15	-0.1	15	-0.8
17/02/2001	10.8	-0.3	12.5	0
18/02/2001	15.5	3.5	15.3	3
19/02/2001	12.4	0.7	12	0.5
20/02/2001	15.4	-0.4	15	0
21/02/2001	14.7	0.3	14.3	0
22/02/2001	21.2	-0.1	21	0.2
23/02/2001	20.8	1	20.5	1
24/02/2001	9.2	0.4	10.2	0.3
25/02/2001	6	1.3	6.8	2
26/02/2001	9.1	-2.4	10.5	-2.2
27/02/2001	4.1	-3.4	4.5	-4.3
28/02/2001	1.8	-1.3	1.5	-1.5
01/03/2001	4.8	-6.3	5.8	-3.2
02/03/2001	1.9	-4.8	2.5	-5.5
03/03/2001	6.1	0.7	6	0.8
04/03/2001	6.6	2.1	5.8	-3
05/03/2001	12.6	3.7	13	4
06/03/2001	9.8	3.5	10	3
07/03/2001	10.1	7.5	10.5	8
08/03/2001	8	3.5	8	5
09/03/2001	15.5	2.6	17	4
10/03/2001	12.8	4.2	13	5
11/03/2001	10.1	4.9	11	6
12/03/2001	10.7	8.6	10.5	9
13/03/2001	19.2	7.1	20.5	8
14/03/2001	22.5	4.9	23.5	3.5
15/03/2001	19.3	3.9	21	4.6
16/03/2001	15.4	5.2	16	5.5
17/03/2001	11	5.8	12	9
18/03/2001	14.5	2.9	15	8.5
19/03/2001	20.4	4.4	22	4
20/03/2001	17.7	4.7	20	4.5
21/03/2001	12.8	6.2	12.5	6
22/03/2001	24.5	9.1	25	10
23/03/2001	20.7	7	22.5	6.7
24/03/2001	18.8	6.8	19.5	7
25/03/2001	22.8	10.4	24.5	10.5
26/03/2001	20.9	6.2	24.5	6
27/03/2001	20.3	7	22	6.5
28/03/2001	11	9.8	11	9.5
29/03/2001	11.2	8.7	11.5	8
30/03/2001	15.2	7.3	16	7.5
31/03/2001	18.9	7.7	21	8.4
01/04/2001	18	5.8	20	6
02/04/2001	19.2	6.2	20.5	6.5
03/04/2001	19.1	7.3	20	7
04/04/2001	17.5	6.4	19.5	6
05/04/2001	18.7	6.2	21	6.5
06/04/2001	19.2	4.3	21	5
07/04/2001	11.6	5.2	12	6
08/04/2001	20	5.2	22	5
09/04/2001	20.4	4.9	22	3.8
10/04/2001	17.7	5.3	18	4.8
11/04/2001	14.2	8.5	15	8.8
12/04/2001	21.6	7.5	23.5	8
13/04/2001	19.8	7.3	21.5	7.5
14/04/2001	12.3	3	14.5	4.5
15/04/2001	15.4	1.1	17	1.5
16/04/2001	17.9	3.3	19	4
17/04/2001	18.1	4.2	19.5	4
18/04/2001	17.3	4.4	18	5
19/04/2001	17.5	5.4	18.5	5
20/04/2001	12.9	6.9	14	5.7
21/04/2001	12	4.4	12.5	3.5
22/04/2001	16.6	3.9	17.5	4
23/04/2001	16.2	3.4	15.5	3.5
24/04/2001	18.7	3.6	20	3.5
25/04/2001	12	7.1	12	7
26/04/2001	21.8	8	22	8
27/04/2001	16.6	7	16	7.5
28/04/2001	22	6.9	23	6
29/04/2001	22	8.9	22	9
30/04/2001	16.7	11.3	17	11.5
01/05/2001	15.9	11.5	15	11
02/05/2001	19.7	11.7	21	12
03/05/2001	19.6	12.3	20	13.5
04/05/2001	18.7	11.5	19	10.8
05/05/2001	18.7	11	19	11.5
06/05/2001	22.3	10.8	23	10.8
07/05/2001	22	13.2	22.3	13.5
08/05/2001	26.3	13.5	26	14.3
09/05/2001	22.5	14.4	23	15.5
10/05/2001	24.5	13.1	25	14
11/05/2001	22.6	12	23.5	14
12/05/2001	26.7	10.5	27	11.8
13/05/2001	24.6	10.5	24.5	11.5
14/05/2001	18.4	13.3	18	14.2
15/05/2001	18.3	13.4	19.5	14
16/05/2001	21.2	14.2	21.5	15
17/05/2001	21.9	12.3	21.5	13
18/05/2001	24.3	11.6	24.5	13
19/05/2001	23.1	10.1	24	10.2
20/05/2001	21.4	11	22.5	11
21/05/2001	15.8	13.2	16	13
22/05/2001	23	13.1	22	13
23/05/2001	23.4	13.4	23.8	14
24/05/2001	26.1	15.5	24.9	16.5
25/05/2001	28.3	14.2	28	14
26/05/2001	28.5	16.2	28	16.8
27/05/2001	29.9	14.2	30	15
28/05/2001	30.6	15.5	31	16
29/05/2001	31.4	16.4	32	17
30/05/2001	29.1	16.9	30	17.5
31/05/2001	30.2	16.2	30	17
01/06/2001	27	14	27.5	15.5
02/06/2001	24.3	13.4	23	14
03/06/2001	24	10.1	24.5	14
04/06/2001	24	6.9	24	7.7
05/06/2001	25.2	9.3	25.5	9.5
06/06/2001	25.5	12.5	23.5	13
07/06/2001	26.3	12.7	27	13
08/06/2001	24.1	13.8	24.5	14
09/06/2001	24.9	16.2	26	17
10/06/2001	25.4	16.7	24.5	18.5
11/06/2001	25.9	11.6	27	14
12/06/2001	24.1	9.1	23.5	10
13/06/2001	24.8	10.6	25	11
14/06/2001	28.9	11.9	23.5	12.5
15/06/2001	27.3	12.9	28	13.3
16/06/2001	26.3	16.9	27	18
17/06/2001	26.4	12.8	28	9
18/06/2001	27	10.7	27	11
19/06/2001	27.1	12.2	28	12
20/06/2001	29.1	11.9	28.5	12.7
21/06/2001	30.2	12.6	30	13
22/06/2001	26	13.9	28	15
23/06/2001	29.5	14.4	30	15.2
24/06/2001	31.5	15.3	31	16.3
25/06/2001	32.8	16.9	32.2	18
26/06/2001	32	17.7	31	18
27/06/2001	32	19.6	32	22
28/06/2001	25.2	17.6	24	19
29/06/2001	30.6	15.5	30.5	16.2
30/06/2001	31.1	17.2	31	18.5
01/07/2001	31.1	18	32	19.2
02/07/2001	30.6	17.2	30.5	18
03/07/2001	30.4	17.2	30	18
04/07/2001	25.9	18.2	20	15.5
05/07/2001	29.8	17.3	29	19.5
06/07/2001	29.5	16.5	29	18.5
07/07/2001	25.9	16.2	25.5	17
08/07/2001	29.5	14.4	29.5	15
09/07/2001	29.3	16	29	16.8
10/07/2001	28.1	18.5	28	19.5
11/07/2001	28.8	16.3	28.5	17
12/07/2001	30.6	16.6	30.5	17.5
13/07/2001	28.2	18.7	27.5	19.8
14/07/2001	30.2	17.1	29.5	18
15/07/2001	27.3	15.9	27	19.5
16/07/2001	26.5	13.7	26	15
17/07/2001	28.4	13.9	28	15
18/07/2001	25.8	14.9	26	16
19/07/2001	26.4	15.9	26.5	17
20/07/2001	28.6	14.2	28.5	15.5
21/07/2001	29.1	12.5	28.8	12
22/07/2001	32.2	13.5	31.4	8.5
23/07/2001	31.9	15.7	32	15.6
24/07/2001	32.7	17.4	32	17.5
25/07/2001	30.9	17.2	31	18.8
26/07/2001	32.3	17.9	32.2	18.3
27/07/2001	33.3	19	33	20
28/07/2001	31	19.8	30	20
29/07/2001	32.9	18.7	31.5	19.7
30/07/2001	34.1	19.8	33.2	20.5
31/07/2001	33.2	19.9	32.2	21.3
01/08/2001	34.2	21	33.5	21.5
02/08/2001	33.2	21.8	32.8	22.6
03/08/2001	32.7	21.3	31	22.5
04/08/2001	30.6	21.3	30.4	22.3
05/08/2001	30.9	19.1	30	20
06/08/2001	28.9	16.9	28.7	17.7
07/08/2001	31.5	16.9	31	18
08/08/2001	28.7	18.2	27.2	19
09/08/2001	29.1	21.5	28.5	22
10/08/2001	31.7	19.4	30.2	21
11/08/2001	27.5	15.2	28	16.5
12/08/2001	28.1	13.8	27	10
13/08/2001	29.1	14.9	28.8	19
14/08/2001	31.3	15.4	31	16
15/08/2001	32.6	16.6	32	17
16/08/2001	32	18.6	30.5	19
17/08/2001	31.9	18.7	31	20.5
18/08/2001	30.7	15.9	30	17
19/08/2001	30.9	18.7	31	20
20/08/2001	30.1	19.5	28.7	20.5
21/08/2001	31.8	16.5	31	17
22/08/2001	31.7	16.9	31	17
23/08/2001	32.7	17.7	32	18.7
24/08/2001	32.7	18.4	32	19
25/08/2001	33.1	20	32.5	21
26/08/2001	33.6	19.5	33	20
27/08/2001	34.6	19.8	33.2	20
28/08/2001	33.2	19.3	33.8	20
29/08/2001	33.2	19	33.5	20
30/08/2001	24.8	18.4	25	19.7
31/08/2001	24.5	16.7	24.5	16.5
01/09/2001	18.5	12.4	18.7	13.5
02/09/2001	25	10.6	24.5	11
03/09/2001	25.7	12	20.8	12.8
04/09/2001	26.2	14.4	25	15
05/09/2001	27	12.6	26.8	13.3
06/09/2001	25.9	8.7	25	9.5
07/09/2001	28.4	10.1	27.2	10.3
08/09/2001	28.8	14	28	9
09/09/2001	25.9	9.8	26.5	12
10/09/2001	23.1	7.3	22.8	7.5
11/09/2001	23	6.9	23	7.4
12/09/2001	25	6.7	24	7
13/09/2001	23.7	9.1	23	10
14/09/2001	21.8	9.4	21	11
15/09/2001	23.4	6.6	23	7
16/09/2001	24.6	7.9	23.5	8.8
17/09/2001	21.9	5.7	21	7
18/09/2001	20.2	5.3	20	6
19/09/2001	18.5	8.5	19	10
20/09/2001	19.6	8.9	19	11.2
21/09/2001	21.4	9.3	21	10
22/09/2001	17.3	11.1	16.5	12.8
23/09/2001	15.3	14.3	15.5	14.7
24/09/2001	19.8	13.9	18.3	14.9
25/09/2001	23	12.5	22	14.5
26/09/2001	23	9.7	21.4	11
27/09/2001	22.1	8.3	20.5	8.5
28/09/2001	22	10	21	9.5
29/09/2001	17.7	11.2	17	12
30/09/2001	21	11.6	20	14
01/10/2001	23.2	11.2	22.3	11.6
02/10/2001	21.9	15.9	21.8	16.8
03/10/2001	23	16	22.9	17
04/10/2001	21.7	15.8	21	17
05/10/2001	23.8	14.3	22.5	16
06/10/2001	22.1	12	21	13.5
07/10/2001	20.1	14.9	19.2	16.8
08/10/2001	24	13.5	23	15.5
09/10/2001	21.8	11.9	21	13
10/10/2001	23.6	13	21.5	15
11/10/2001	25.2	10.7	22.5	10.8
12/10/2001	25.6	10.5	22.5	10.7
13/10/2001	24.4	10.5	22.5	11
14/10/2001	23.6	9.7	22	11
15/10/2001	22.7	11.2	21	11.3
16/10/2001	22.2	11.5	20.8	11.6
17/10/2001	20.5	9.8	19	11
18/10/2001	20.5	11.2	18.5	11.7
19/10/2001	18	13.5	17	13.2
20/10/2001	16	15.1	16	15
21/10/2001	20.4	11.7	18.5	12
22/10/2001	18	9.8	16.3	10.3
23/10/2001	18.1	11.6	17.5	12.5
24/10/2001	19.5	10.9	18	11
25/10/2001	18	9.1	17	9.4
26/10/2001	16.4	9.4	15.3	9.5
27/10/2001	14.3	9.3	13	9.5
28/10/2001	13.3	8.2	12.5	8
29/10/2001	17.2	8	15.5	8
30/10/2001	19.1	9.4	16	9.8
31/10/2001	14.5	10.8	13.8	11.4
01/11/2001	19.2	7.8	18	8
02/11/2001	15.9	5.7	15	6
03/11/2001	15.1	3.2	14	3
04/11/2001	15.2	2.2	13	1.7
